StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104 
16989,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6
16990,8,9,7,7,8,8,7,7,7,8,7,8,7,8,9,7,8,6,7,7,7,8,8,9,8,9,8,7,8,6
16991,7,8,6,7,7,7,6,8,9,7,7,6,9,8,8,6,7,7,8,6,7,9,6,8,7,7,8,7,8,6
16992,8,9,8,8,8,8,9,8,7,10,6,10,7,6,8,8,8,6,7,8,8,7,8,9,9,7,8,8,8,7
16993,8,8,6,8,6,6,7,6,9,7,7,6,9,8,8,7,8,8,8,6,8,9,7,8,6,7,9,6,8,7
16994,9,7,7,7,6,7,6,6,6,8,7,8,6,6,6,7,7,6,7,7,6,8,7,6,8,6,8,7,7,7
16995,7,8,8,7,8,8,9,9,7,8,6,7,8,8,7,8,6,7,8,8,8,7,6,8,8,7,7,8,6,8
16996,8,10,7,8,8,8,8,8,10,9,7,7,9,8,8,9,9,7,10,7,8,10,7,8,8,8,9,8,9,7
16997,7,7,8,7,7,6,8,8,6,9,6,8,6,7,9,8,8,6,6,7,7,7,8,8,7,7,7,7,8,8
16998,8,10,7,8,7,6,7,7,10,9,7,7,8,7,8,7,8,7,9,6,7,9,7,8,7,8,9,7,9,6
16999,8,7,8,7,8,8,9,7,7,8,6,8,8,8,8,7,7,7,7,9,8,7,8,8,7,6,7,7,6,8
17000,8,9,7,8,8,7,7,8,8,8,6,7,8,9,9,7,7,7,8,7,7,9,7,8,7,7,9,7,9,7
17001,6,7,6,8,6,6,6,7,7,8,6,6,7,7,8,6,7,6,7,6,6,8,7,8,7,6,7,6,8,7
17002,9,9,6,7,6,6,7,6,9,6,6,6,8,8,6,8,7,6,8,7,8,9,6,7,6,6,9,6,7,6
17003,8,9,7,7,8,8,8,9,7,9,6,8,7,7,8,9,9,6,8,7,8,7,8,7,7,8,8,8,7,8
17004,6,7,6,6,6,6,6,6,9,6,6,6,9,8,6,6,6,6,6,6,7,9,6,7,6,6,8,7,6,6
17005,6,7,7,6,6,6,7,6,7,6,6,6,6,7,6,6,6,7,7,6,6,6,6,7,8,7,7,6,6,6
17006,6,6,6,6,6,6,6,6,6,6,7,9,7,7,6,7,9,6,6,6,6,6,8,7,7,7,6,9,8,8
17007,6,7,6,7,6,6,6,7,8,6,6,7,7,7,7,6,7,6,6,7,6,8,6,8,6,6,7,6,7,6
17008,7,8,6,7,6,6,6,6,8,7,6,6,7,7,7,7,7,7,7,6,7,8,6,7,6,8,8,6,7,7
17009,7,7,8,6,6,6,6,6,8,6,6,7,8,8,6,6,6,7,7,6,6,8,8,6,7,6,8,6,6,7
17010,6,8,7,8,7,7,8,7,7,8,6,8,7,8,9,6,7,8,7,7,7,9,7,9,7,7,8,7,8,7
17011,7,7,6,7,7,6,6,6,8,8,6,7,8,7,7,7,6,7,7,6,7,7,6,7,6,6,8,6,6,6
17012,8,8,7,7,7,7,7,8,8,8,7,8,7,7,8,7,7,7,7,7,7,7,7,8,6,7,7,7,7,6
17013,6,6,6,6,7,6,6,6,6,7,6,6,7,6,7,6,6,6,6,6,6,7,6,8,6,6,7,6,7,7
17014,9,7,6,6,6,6,7,6,6,6,6,7,7,6,6,6,6,6,7,6,6,7,6,6,7,7,7,7,6,6
17015,7,8,6,7,6,6,8,6,9,7,6,6,9,7,7,6,7,7,7,7,8,9,6,7,6,7,8,6,7,6
17016,8,8,7,7,7,8,9,8,8,7,6,7,8,9,7,9,7,8,8,9,8,8,7,8,7,7,9,7,7,9
17017,8,7,6,8,6,6,7,8,8,7,6,6,8,7,6,7,7,6,7,7,6,8,6,7,7,7,8,6,6,6
17018,6,8,6,6,6,6,6,6,7,6,6,6,8,7,6,6,6,6,7,7,6,7,6,6,6,6,7,6,7,6
17019,9,8,9,8,9,8,10,9,8,9,7,8,8,7,8,9,8,7,8,9,9,7,9,9,7,7,8,9,8,10
17020,8,8,8,8,8,8,10,8,8,9,6,10,7,7,9,9,9,7,8,8,7,9,9,9,8,9,8,8,9,8
17021,9,9,9,8,9,8,9,9,9,10,7,9,10,8,9,9,9,8,8,9,10,9,9,8,8,8,9,9,8,8
17022,6,8,8,7,6,6,6,6,7,6,7,9,6,6,7,9,6,6,6,8,8,7,6,6,7,6,7,8,7,7
17023,8,8,7,8,8,8,9,8,8,9,7,8,9,8,8,8,9,8,8,8,8,10,9,9,8,8,9,6,8,7
17024,7,8,7,7,6,6,8,6,9,6,6,6,9,8,7,8,6,7,8,7,8,10,6,8,6,6,9,6,6,8
17025,7,8,6,7,7,6,8,6,8,7,6,7,7,7,7,7,8,7,7,6,7,8,6,7,7,8,7,6,7,7
17026,10,10,8,8,8,8,9,9,8,10,6,9,9,8,9,10,9,7,10,9,9,9,8,9,8,9,9,8,8,9
17027,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,9,6,7,6,6
17028,8,8,7,7,7,6,8,7,8,7,6,8,8,7,7,8,8,7,9,7,8,8,7,7,6,6,8,7,6,7
17029,6,8,9,7,7,8,8,8,7,9,6,8,7,6,9,7,8,7,7,7,7,7,8,9,7,8,7,7,9,7
17030,10,10,7,8,8,7,8,8,9,7,7,7,10,10,9,9,9,9,10,8,10,10,7,6,7,8,10,8,7,8
17031,9,10,7,8,8,7,8,8,10,9,7,9,9,8,9,8,9,7,9,7,9,10,7,8,8,9,9,7,8,7
17032,7,8,6,7,7,6,7,6,8,7,6,6,8,7,6,6,6,6,7,6,7,8,7,7,6,8,8,6,7,6
17033,10,6,7,6,6,6,9,6,6,7,8,7,6,6,6,9,6,6,9,9,10,7,6,6,8,6,6,8,6,9
17034,7,7,7,6,7,6,8,6,8,9,6,8,8,7,9,6,8,7,6,7,6,8,6,6,8,6,7,7,6,6
17035,7,7,6,6,6,6,6,6,7,6,6,6,8,8,6,7,6,6,6,6,6,8,6,6,6,6,7,6,7,6
17036,6,9,7,8,8,6,6,7,9,7,7,6,8,9,8,6,8,7,8,6,6,9,7,8,6,7,9,6,9,6
17037,6,8,8,6,6,6,8,6,8,6,6,6,6,7,6,6,6,6,7,8,6,8,7,7,7,7,9,7,8,8
17038,6,7,6,7,6,6,8,7,6,8,7,7,6,6,7,6,6,6,6,7,6,6,6,8,6,6,6,7,6,6
17039,8,7,7,6,7,7,8,8,6,8,6,7,7,6,7,7,7,6,6,7,7,6,7,7,7,6,6,7,6,8
17040,7,7,7,6,7,6,7,7,7,8,6,9,6,6,7,8,8,6,7,6,6,7,7,8,7,7,7,6,7,6
17041,8,9,7,8,7,7,7,7,8,8,6,8,9,7,8,6,7,8,8,6,8,10,8,8,8,7,8,6,8,7
17042,7,7,7,7,7,7,8,7,7,8,6,7,8,7,7,7,6,8,6,7,7,8,7,7,6,6,7,7,7,7
17043,7,7,8,7,8,8,8,8,7,7,6,7,8,8,7,8,6,6,7,8,8,7,7,7,6,6,7,7,6,6
17044,8,8,7,8,8,8,8,9,7,9,6,8,9,7,8,7,8,7,8,7,6,8,7,9,8,7,8,7,8,7
17045,9,10,7,9,9,8,9,9,8,9,6,9,8,8,10,9,9,8,8,7,7,10,8,10,8,8,10,8,10,7
17046,7,7,7,7,6,7,9,9,7,9,6,7,7,7,8,9,8,6,7,8,8,6,8,8,7,7,7,8,7,7
17047,7,6,6,6,6,6,6,7,7,6,7,9,7,6,6,6,8,6,6,6,6,7,7,6,7,6,7,6,8,6
17048,10,10,7,9,8,7,9,7,9,9,8,8,9,9,9,9,9,8,9,8,9,10,8,9,8,9,9,9,9,8
17049,8,9,6,8,7,7,7,8,9,7,7,7,10,8,8,7,8,9,9,7,7,10,7,7,6,6,9,6,9,6
17050,6,8,6,6,6,6,6,6,8,6,6,6,8,7,6,6,6,6,7,6,6,7,6,6,6,6,8,6,6,6
17051,6,6,7,7,7,6,7,8,6,8,6,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6
17052,6,9,6,8,8,6,7,8,9,8,6,7,8,7,7,6,7,7,7,7,6,9,6,8,7,7,8,7,8,6
17053,8,8,8,8,8,7,9,9,7,10,6,8,7,7,9,9,10,7,7,7,8,6,8,8,7,8,7,8,8,7
17054,7,9,6,8,6,7,7,7,8,7,6,7,9,9,8,6,8,8,8,6,9,9,7,8,7,8,9,6,8,6
17055,6,7,6,6,6,6,7,6,8,6,6,6,7,7,6,6,6,6,6,6,6,8,6,6,7,6,8,8,6,6
17056,7,8,7,6,6,6,7,6,7,6,6,7,6,7,7,8,6,6,7,8,8,7,6,7,6,6,7,6,6,7
17057,6,6,7,6,6,6,6,7,8,7,6,7,8,7,6,6,6,7,6,6,6,8,7,6,6,6,7,7,6,6
17058,7,8,6,7,7,7,9,7,8,8,6,8,8,8,7,8,8,7,8,8,8,8,7,6,6,7,8,8,7,7
17059,6,8,6,7,6,6,7,6,8,7,6,6,6,7,6,7,7,6,7,6,6,8,6,7,6,7,7,6,6,6
17060,10,10,8,8,8,9,10,9,9,9,7,10,8,8,9,9,10,8,10,7,9,10,8,8,8,9,10,8,10,8
17061,6,7,8,8,8,8,7,8,7,9,7,7,7,7,9,7,8,7,6,7,6,6,8,9,6,7,7,7,9,7
17062,9,10,9,9,9,9,10,9,8,9,7,10,8,8,10,9,10,8,8,8,8,8,9,9,9,9,8,8,10,8
17063,7,8,7,7,7,6,6,6,9,7,6,6,9,8,7,6,7,8,9,6,7,9,6,8,6,7,9,6,8,6
17064,8,7,7,6,7,7,7,8,7,8,6,6,9,8,7,7,7,7,8,7,8,8,7,7,7,6,9,7,6,8
17065,7,8,6,7,7,6,7,6,9,6,6,6,9,8,7,6,7,7,8,7,7,8,6,7,7,7,8,7,6,7
17066,6,8,6,8,6,6,6,7,8,6,6,6,8,7,7,6,7,7,7,7,6,9,6,7,7,7,9,7,8,6
17067,7,8,7,7,8,6,7,6,8,9,6,7,6,6,8,7,8,6,6,7,6,7,7,9,7,7,7,7,7,6
17068,7,7,6,6,8,6,7,6,7,7,6,6,7,7,6,6,7,6,6,6,7,8,6,6,6,6,7,7,6,7
17069,7,8,6,7,7,6,7,6,9,7,6,7,9,8,8,7,6,7,7,7,7,8,6,7,6,6,9,6,7,6
17070,8,9,8,8,7,7,8,7,7,8,6,8,7,7,8,8,8,7,7,7,7,8,8,8,6,7,7,7,8,7
17071,8,9,6,6,7,7,7,6,9,6,6,6,9,8,7,8,6,7,9,7,9,9,6,6,6,7,9,7,7,7
17072,7,7,8,8,7,7,8,8,7,9,7,7,7,7,8,8,9,8,8,7,7,8,6,8,7,8,7,7,8,6
17073,7,9,6,6,6,6,7,6,9,6,6,6,8,8,6,6,6,7,8,6,7,9,6,6,6,6,8,6,7,6
17074,7,7,7,6,6,7,7,7,7,8,6,7,7,7,7,7,6,6,6,7,7,8,7,8,6,6,7,7,7,6
17075,6,6,7,7,7,7,6,6,6,8,6,7,6,6,8,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6
17076,9,10,7,6,7,7,9,7,9,8,6,7,9,8,8,8,8,8,9,8,9,9,7,8,6,7,9,7,7,7
17077,7,8,6,6,6,6,8,6,8,6,6,6,8,7,6,6,6,7,8,6,8,8,6,6,6,6,8,6,6,7
17078,9,9,8,9,9,8,10,9,9,9,6,9,9,8,10,8,9,8,10,8,9,9,8,8,9,9,9,9,10,8
17079,8,7,9,7,8,7,7,8,6,8,6,8,6,6,9,7,8,6,8,6,7,6,7,8,7,8,7,7,7,7
17080,8,9,8,8,8,8,9,8,7,9,6,8,7,7,8,8,8,7,8,6,8,7,8,8,7,8,9,7,8,8
17081,7,9,7,8,6,7,7,6,8,8,6,7,7,8,8,6,8,8,7,6,6,9,7,7,6,8,9,6,8,6
17082,7,8,6,6,6,6,8,7,8,6,6,6,8,7,7,7,6,7,7,6,7,8,6,6,7,6,8,6,7,6
17083,7,7,6,6,6,6,8,7,7,6,7,6,8,8,6,6,6,6,7,7,7,8,6,7,6,6,8,6,6,6
17084,8,8,8,6,7,8,9,7,8,9,6,8,7,7,8,8,8,6,8,8,8,7,7,6,6,7,8,7,6,7
17085,6,7,6,6,6,6,7,6,6,6,6,6,6,7,7,7,7,6,6,6,6,7,7,7,6,7,7,6,7,6
17086,7,9,7,7,7,7,8,8,7,9,6,8,7,6,8,7,8,6,7,6,6,6,8,9,7,8,6,7,7,6
17087,8,7,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,8,6,6,7,6,6,6,7,7,7,7
17088,7,9,7,8,7,6,8,8,8,8,6,7,9,8,8,7,8,8,8,7,8,9,7,7,7,7,9,8,9,7
17089,9,9,7,7,8,7,8,8,8,9,6,7,8,7,7,9,9,7,9,8,7,8,8,7,7,8,9,7,8,8
17090,7,9,7,8,7,7,7,8,8,7,7,7,8,7,9,7,9,7,7,6,7,9,7,8,6,8,9,6,9,6
17091,9,9,8,9,9,8,8,8,9,10,8,8,10,8,8,10,9,8,10,8,9,9,8,8,8,8,10,8,9,8
17092,7,8,9,8,8,7,8,8,7,10,6,8,7,6,10,7,10,7,7,8,7,7,8,8,8,9,7,8,9,7
17093,8,6,7,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,7,7,7,6,6,6,6,7,6,6
17094,6,8,8,6,7,6,7,6,7,6,6,6,7,7,7,7,6,6,7,6,7,8,6,6,6,6,8,6,6,6
17095,6,6,7,7,6,6,7,6,7,7,7,7,6,6,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6
17096,9,8,7,7,7,6,8,8,7,7,6,6,9,8,7,8,6,7,7,7,7,8,6,8,6,7,7,7,7,7
17097,7,8,8,7,7,7,7,7,8,8,6,8,7,7,8,7,7,7,8,6,7,7,7,8,7,7,8,7,9,6
17098,9,9,9,9,8,7,9,9,9,10,7,9,8,9,9,8,10,7,9,9,9,9,8,8,8,9,9,8,10,8
17099,7,8,6,7,8,6,7,7,9,7,6,7,10,8,8,8,8,7,8,7,8,10,6,8,7,7,10,7,7,7
17100,7,9,8,7,8,7,8,8,8,9,6,9,8,8,9,7,10,7,9,7,8,8,8,9,7,9,9,8,10,7
17101,8,8,7,7,8,7,8,8,7,8,7,6,9,8,7,7,6,7,7,8,7,7,6,7,6,6,7,7,7,8
17102,6,8,6,6,6,6,7,7,7,8,6,6,6,7,7,7,6,6,7,7,6,8,6,8,7,6,7,6,7,6
17103,7,8,6,6,6,6,7,7,7,7,6,6,8,7,7,7,7,7,7,7,7,7,6,7,6,6,7,6,6,6
17104,7,7,7,6,6,6,7,7,8,6,6,6,8,7,7,7,6,7,7,6,7,8,6,7,6,6,8,6,6,6
17105,6,7,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7,6,7,7
17106,6,7,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,7,7,6,8
17107,8,10,6,8,7,7,8,7,9,8,6,7,8,8,8,6,8,7,8,6,6,9,7,8,8,8,8,8,9,6
17108,9,10,8,8,8,8,10,10,8,10,7,9,9,8,9,9,9,8,9,8,9,9,9,9,7,9,9,8,8,8
17109,6,7,7,6,6,6,6,6,8,6,6,6,6,6,7,6,7,6,7,6,6,8,6,6,6,7,7,6,8,6
17110,8,9,6,7,8,7,8,7,10,7,6,6,9,8,7,7,8,7,7,7,7,10,7,8,8,8,9,7,9,6
17111,8,10,7,9,8,7,8,8,9,9,7,9,9,8,9,8,10,7,9,7,7,9,7,9,7,10,9,7,9,7
17112,9,9,9,9,8,7,9,10,9,10,8,10,7,8,10,8,9,7,8,8,9,9,9,10,9,8,9,8,10,9
17113,9,9,9,7,8,7,9,8,7,9,7,10,8,8,8,9,8,8,8,9,9,8,8,8,7,7,8,8,7,8
17114,6,6,7,6,7,6,7,6,6,7,6,7,6,7,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6
17115,8,8,6,8,7,7,7,8,9,8,7,6,9,9,8,7,7,8,8,7,8,9,7,7,8,7,8,6,8,6
17116,7,8,7,7,7,6,8,7,8,7,6,7,7,8,7,8,7,6,8,7,9,9,7,7,6,7,8,7,7,8
17117,8,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,10,6,6,7,6,6,6,6,6,6,7,6
17118,8,8,7,7,6,6,6,7,8,7,7,8,8,8,7,8,7,6,8,7,8,8,6,7,7,7,8,7,7,7
17119,7,7,7,7,7,8,7,8,6,8,6,7,7,7,7,9,7,6,6,7,7,7,6,7,6,7,6,7,6,7
17120,9,9,6,7,7,6,8,7,8,7,6,7,9,8,6,8,8,7,8,8,9,9,6,7,7,7,9,7,8,7
17121,9,10,7,9,9,8,9,8,9,9,8,9,8,9,8,9,9,8,9,7,8,9,8,9,8,9,10,8,10,7
17122,8,8,8,8,8,8,10,8,8,10,6,9,8,8,9,8,9,7,8,9,8,7,8,8,8,8,7,9,8,8
17123,7,8,7,7,7,7,7,7,8,7,6,7,7,7,8,7,8,6,7,6,7,7,7,8,7,7,8,6,8,6
17124,8,10,7,8,8,8,8,8,10,9,7,8,8,8,9,8,9,7,9,7,7,9,8,9,8,9,9,8,8,8
17125,7,8,7,7,7,7,8,8,7,8,6,8,6,7,8,7,8,7,7,6,6,8,7,8,7,7,7,6,8,6
17126,7,8,7,6,6,6,8,6,7,6,6,6,6,6,6,7,6,6,6,8,7,7,6,6,6,6,7,6,7,7
17127,7,8,7,8,7,7,7,7,8,7,7,6,9,8,8,6,6,7,8,6,7,9,6,8,6,7,9,6,7,6
17128,8,9,7,8,8,7,9,8,9,9,7,9,9,8,9,8,8,8,8,8,8,9,7,8,8,8,9,7,9,8
17129,8,9,7,9,7,7,8,7,10,9,8,8,8,8,8,9,10,7,9,6,7,10,8,9,7,9,10,8,9,6
17130,7,9,6,7,7,6,7,7,8,8,6,7,9,7,7,7,8,7,7,7,7,8,7,8,7,7,8,6,9,6
17131,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,7,6,9,6,7,6,6,6,6,6,6,6
17132,8,9,7,8,8,7,9,7,9,8,6,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,9,7,7,8
17133,9,10,8,9,8,8,9,9,10,9,7,9,8,7,9,10,10,8,10,8,8,10,8,9,9,8,10,8,9,8
17134,7,8,6,7,6,6,7,7,7,8,6,7,8,7,7,7,7,6,7,7,8,8,6,7,6,6,8,6,6,7
17135,7,8,7,8,8,8,8,8,9,8,6,7,8,8,7,7,8,8,7,7,7,8,7,8,6,8,7,6,9,6
17136,7,7,7,8,7,8,8,7,8,8,6,8,7,7,8,7,8,7,7,6,6,7,7,8,7,7,8,6,7,6
17137,8,7,6,7,7,6,8,6,8,6,6,7,8,8,7,8,7,7,8,8,8,8,7,8,6,6,7,7,7,7
17138,7,8,6,6,7,6,6,7,10,7,6,6,8,8,7,7,8,7,8,7,6,8,6,8,6,8,9,6,8,6
17139,6,9,6,7,7,6,7,6,9,7,6,6,7,7,7,7,7,6,8,6,7,8,6,7,6,7,8,6,6,6
17140,8,8,6,7,8,7,8,8,8,9,6,7,8,9,8,8,9,7,8,7,8,8,7,8,8,7,9,6,8,7
17141,8,9,8,8,7,7,9,9,7,8,7,8,8,7,8,8,8,7,8,6,7,8,8,8,7,8,7,7,8,7
17142,6,9,6,8,6,6,7,6,10,7,7,6,8,7,7,6,8,7,8,6,6,10,6,7,7,7,8,7,9,6
17143,6,7,6,6,6,6,6,6,7,6,6,6,7,8,6,6,6,7,6,6,6,7,6,7,6,6,7,6,6,6
17144,7,8,6,7,6,6,7,6,7,8,7,6,7,8,7,7,8,7,6,6,6,8,6,7,6,7,8,6,8,6
17145,6,7,7,7,7,7,7,6,9,7,6,7,8,9,7,7,7,7,7,6,8,9,7,6,6,7,8,6,6,6
17146,7,7,6,6,6,6,7,7,6,7,6,6,6,6,7,6,6,6,7,7,6,7,7,6,6,6,7,6,6,6
17147,7,7,7,6,7,7,8,7,6,7,6,7,7,7,7,8,6,6,6,7,7,7,7,7,6,6,6,7,7,7
17148,8,7,9,8,8,9,8,9,8,9,6,8,8,8,9,8,8,7,8,8,9,8,8,8,8,7,8,7,8,8
17149,7,6,6,7,7,7,8,8,7,7,6,8,7,6,7,7,6,6,7,7,6,7,6,7,6,6,7,6,6,7
17150,8,8,8,8,9,7,9,8,8,9,7,9,9,8,9,9,8,7,8,8,8,9,8,7,7,8,9,8,7,9
17151,7,9,8,9,8,8,9,9,8,10,7,10,7,7,9,9,10,6,8,8,8,8,8,9,8,9,8,9,9,9
17152,8,10,7,8,7,8,8,7,10,9,7,7,9,8,9,9,9,7,10,8,9,8,7,9,8,7,9,7,7,8
17153,9,9,6,8,6,7,8,7,9,7,7,7,8,9,8,7,8,7,9,6,8,10,6,8,7,7,9,7,8,8
17154,8,9,8,7,8,7,7,8,8,9,6,8,6,6,7,8,9,6,6,7,6,7,7,7,6,8,7,6,9,7
17155,10,9,8,8,9,9,9,10,8,10,7,10,8,9,9,9,9,9,8,9,9,9,8,9,8,9,8,8,9,8
17156,9,6,6,6,6,6,6,6,6,6,7,6,6,6,6,10,6,8,6,6,6,6,6,6,6,6,6,8,6,6
17157,7,9,6,6,6,6,8,6,6,7,7,7,8,7,6,9,6,6,8,8,7,9,6,7,7,6,7,7,6,7
17158,7,8,6,7,6,6,7,6,8,7,8,6,7,7,6,7,7,7,7,6,8,9,6,6,6,6,8,6,6,7
17159,9,10,8,8,9,7,8,8,9,9,6,9,8,8,9,9,9,8,8,8,9,9,8,8,7,8,9,9,8,8
17160,7,8,7,8,7,7,7,7,8,8,6,7,7,7,9,6,8,6,7,6,6,8,7,9,6,8,8,6,8,6
17161,6,8,6,6,6,6,6,6,8,6,6,6,7,7,6,8,6,6,6,6,6,8,6,7,6,6,8,7,6,6
17162,8,9,7,8,8,7,8,9,10,8,6,8,9,8,8,8,9,7,8,8,8,9,7,9,7,8,9,8,9,7
17163,6,7,6,6,7,6,6,7,8,6,6,6,8,7,7,6,6,6,7,6,6,9,6,6,6,8,8,8,8,7
17164,6,6,6,6,6,7,6,7,7,6,6,7,7,7,6,6,6,6,6,8,6,7,6,6,7,7,8,7,6,7
17165,9,9,8,8,8,8,9,8,9,9,6,8,9,8,8,8,9,7,9,9,9,9,8,8,9,7,9,8,8,9
17166,6,6,7,6,8,7,7,7,7,7,6,6,8,6,6,7,6,6,6,7,8,7,6,7,6,6,7,6,6,7
17167,7,8,6,7,7,7,6,6,8,7,6,6,9,9,6,7,8,7,9,6,8,9,6,7,7,7,8,6,8,6
17168,7,7,7,7,7,6,6,6,7,7,6,7,7,7,7,6,7,8,7,7,6,6,6,7,7,6,6,6,6,6
17169,8,9,7,8,8,7,7,8,9,9,7,7,9,8,8,8,8,7,10,6,9,9,7,9,8,8,9,7,9,7
17170,6,6,6,7,6,6,6,6,6,7,6,6,6,6,7,7,7,6,6,6,6,7,6,7,6,6,6,6,6,6
17171,8,9,8,7,8,7,8,8,8,9,7,8,8,8,8,9,7,7,8,8,8,8,7,8,8,7,8,8,7,9
17172,7,7,6,6,6,6,6,6,8,6,6,6,8,7,7,7,6,7,7,7,7,9,6,6,6,6,8,7,7,7
17173,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6
17174,7,8,6,7,8,7,7,6,8,8,6,7,8,8,7,7,7,7,8,7,6,8,6,8,6,7,8,6,8,7
17175,8,8,8,7,8,7,9,7,8,9,6,8,8,8,8,9,8,7,7,8,8,7,7,8,7,7,8,8,7,7
17176,7,9,6,8,6,6,6,6,8,7,6,6,7,6,8,6,8,6,7,6,7,8,6,7,6,7,8,6,9,6
17177,8,8,6,6,6,6,6,6,8,7,6,7,8,6,7,6,7,6,8,6,7,8,7,6,7,6,7,6,7,6
17178,7,7,7,7,7,8,8,7,6,8,6,7,7,7,7,8,7,6,7,8,7,8,8,8,6,7,7,7,6,7
17179,8,9,8,8,7,8,10,9,8,9,7,9,9,7,9,9,9,8,8,8,8,8,8,9,8,8,9,8,9,7
17180,8,10,7,8,7,7,8,7,9,8,7,7,8,9,8,7,8,7,8,6,8,9,7,7,6,7,9,6,9,7
17181,8,8,9,9,9,9,9,9,7,9,7,8,8,8,8,9,8,7,8,8,8,8,8,8,8,7,9,8,8,9
17182,8,10,7,8,7,7,8,9,8,9,6,8,8,8,8,8,8,8,9,8,8,8,9,9,8,8,9,7,9,8
17183,9,10,8,9,9,8,9,8,9,10,8,9,9,9,8,9,9,8,10,8,10,10,8,8,8,9,10,7,9,9
17184,8,9,6,7,6,7,7,8,10,8,6,7,8,8,7,8,8,7,8,7,8,9,7,8,6,7,9,7,7,7
17185,8,8,8,9,8,8,8,9,7,10,6,9,9,7,9,8,9,7,8,7,7,8,8,9,8,8,8,8,9,7
17186,8,7,7,6,8,6,8,7,6,9,6,8,8,7,7,8,7,6,6,8,8,6,6,7,6,7,7,7,6,7
17187,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6
17188,6,7,6,6,6,6,6,6,8,6,6,6,7,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,6,7
17189,10,10,7,7,8,8,9,7,10,8,7,8,10,10,8,9,9,9,10,8,10,10,8,8,8,8,10,8,8,9
17190,7,8,8,8,8,8,7,7,8,8,6,7,9,8,8,7,8,8,8,7,7,7,7,9,6,8,9,7,8,6
17191,6,7,8,6,6,8,6,10,7,6,7,9,8,8,8,6,6,6,7,8,6,7,8,6,8,6,8,9,6,9
17192,7,7,6,8,7,7,6,7,6,8,7,6,8,7,7,7,7,6,6,7,6,7,7,7,6,7,7,7,7,6
17193,6,8,6,7,6,6,6,6,8,7,6,7,7,6,8,6,7,6,7,6,7,9,6,7,6,8,8,6,7,7
17194,8,8,7,7,8,8,8,8,8,9,6,8,8,7,9,8,8,7,9,7,8,8,8,9,7,8,8,7,9,8
17195,9,9,8,8,7,7,9,8,9,7,7,7,9,9,7,9,8,7,8,8,9,9,7,7,7,7,8,7,6,8
17196,8,10,6,7,7,6,8,7,9,7,6,6,7,7,7,7,8,8,8,7,8,9,6,7,7,7,8,7,8,6
17197,7,8,7,7,8,6,7,7,7,6,6,6,9,8,7,8,8,6,7,7,8,9,6,7,6,6,8,7,6,7
17198,6,7,7,6,6,6,8,6,8,6,7,6,7,6,6,7,6,6,6,7,6,6,7,6,8,6,7,8,6,7
17199,7,10,8,8,7,6,8,8,9,8,6,8,8,8,9,7,8,7,8,6,8,9,7,8,7,9,8,8,9,6
17200,6,7,7,7,7,7,7,7,7,8,6,7,6,7,7,6,7,6,7,6,6,7,7,7,7,6,6,6,8,6
17201,6,7,6,8,6,7,6,6,7,6,6,8,7,6,6,6,6,6,6,6,6,8,6,7,7,7,7,6,7,8
17202,6,7,6,6,6,6,6,6,7,6,6,6,7,8,6,7,6,7,6,6,6,8,6,6,6,6,7,6,7,6
17203,8,8,6,7,8,7,7,7,9,7,6,7,9,9,7,7,8,7,8,7,7,9,7,8,8,6,10,6,8,7
17204,7,8,6,6,8,7,8,7,8,8,6,7,8,8,7,7,8,7,8,8,8,10,8,7,7,7,9,8,8,7
17205,7,8,6,6,6,7,6,7,9,6,6,8,9,7,7,7,7,7,8,6,7,9,6,7,6,6,9,6,6,6
17206,7,8,6,7,6,6,7,7,7,6,6,6,7,7,6,6,7,7,7,6,7,8,6,7,6,7,7,6,6,6
17207,7,9,6,8,8,7,6,8,8,7,6,6,8,8,7,6,7,6,8,6,6,9,7,7,6,8,9,6,8,6
